Restaurant,Customer,Date,Rating,Review
NOLA,Iman M***,05 February 2024,Good,it's important to place the cake box in a bag to avoid being dropped or damaged when moving.
NOLA,Leah M***,30 January 2024,Good,"Macaroons not fresh, very hard"
NOLA,Zeineb J***,28 January 2024,Amazing,The driver is super gentle Thank you so much
NOLA,River K***,29 December 2023,Amazing,I’m Korean. I moved to here 3weeks ago. Yesterday I got flu and this dessert is comforting me. Thank
Abu Auf,Madiha M***,09 August 2023,Good,كان مطلوب لوز مدخن والي وصل لوز مدهن وكان شديد الملوحة بflavor
McDonald's,Mennatallah E***,30 November 2023,Good,"Too cold, missing ingredients and tasted horrible"
McDonald's,Z F***,06 May 2023,Good,الاكل كان كأنه بايت البيض والفراخ اول مره يوصلو كده
McDonald's,احمد ا***,18 January 2023,Good,الاكل لم يكن ساخن
McDonald's,Mekhail G***,23 October 2022,Good,للاسف الاوردر ناقص عن الطلب بشكل كبير
El Killo Grill,m r***,07 April 2023,Amazing,اكل حلو قوى و كمية كويسة جدا
El Killo Grill,Tj M***,11 February 2023,Very good,chicken does not have flavor
El Killo Grill,ابوبكر م***,09 January 2023,Amazing,مريح جميل
El Killo Grill,shimaa m***,06 January 2023,Amazing,ممتاز
El Killo Grill,Moustafa Z***,26 December 2022,Good,غير مهنى في أسلوبه والتعامل مع الناس
El Killo Grill,khadija h***,25 December 2022,Amazing,باعث رغيفه وحده ليه هي اللي موجوده في المحل
El Killo Grill,أحمد س***,25 December 2022,Good,السلطة جت حمضانة
El Killo Grill,Amr T***,23 December 2022,Good,الطعم مش حلو و السلطة حمضانة و اللحمة بتشد
El Killo Grill,m r***,14 December 2022,Amazing,اكلهم جامد..الكفتة طعمها حلو و مش تقيلة...تانى مرة اطلب من عندهم الاسبوع ده...و الجلاش بالجبنة بتاعتهم فكرة حلوة و مش تقيل زى الفطير
El Killo Grill,Dr Hani H***,12 December 2022,Amazing,جيد جدا
El Killo Grill,m r***,11 December 2022,Amazing,لطيف جدا و جودة اللحمة هايلة..
El Killo Grill,Ahmed S***,15 November 2022,Good,كميات قليله .. و طعم غير جيد
El Killo Grill,Mohamed M***,06 November 2022,Good,التعبئه والتغليف سيئين جدا
El Killo Grill,Mohammed E***,15 October 2022,Amazing,ممتاز
El Killo Grill,Osama A***,02 October 2022,Good,"The food has spilled outside the food box, but I blame the packing for this"
Chicken Tikka,Hoda S***,12 January 2024,Good,الطعم سئ جداااااااااااااااااا
Chicken Tikka,Mostafa F***,01 January 2024,Good,"the quality of food is decreasing dramatically, the chicken is frozen and not fresh. not recommended"
Anas Al Demeshky,Mallk I***,Today,Good,الحشوة بتاعت الساندويتش بق اقل بكتيرمن دلوقتيوكمان الثومية اقل
Anas Al Demeshky,Serry Yassen ***,11 February 2024,Good,pickles where charged and missing
Anas Al Demeshky,Amr T***,28 January 2024,Good,vey late delivery and no garlic sauce at all
Alagha,محمود ا***,09 February 2024,Amazing,لا
Alagha,Menna F***,09 February 2024,Good,كمياته بقت قليله مع ان سعره مش رخيص
Alagha,Semo H***,07 February 2024,Amazing,الاكل بارد والأسعار عاليه
Cholo's Burger,sabry t***,11 February 2024,Amazing,كتير حلو
Cholo's Burger,Amr e***,10 February 2024,Amazing,check the ordee
Cholo's Burger,Ayman A***,29 January 2024,Amazing,ممتاز
Cholo's Burger,Ayman A***,28 January 2024,Amazing,تحفة
Cholo's Burger,Mohamed H***,25 January 2024,Amazing,حلو جدا
Cholo's Burger,Mohamed H***,24 January 2024,Amazing,جميل جدا
Cholo's Burger,Mohamed R***,28 December 2023,Amazing,♥️جميل والفراخ تحفة والهوت دوج
Cholo's Burger,Mohamed R***,27 December 2023,Amazing,حلو اوووووووووي بجد انصحكم تجربو
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed A***,24 November 2023,Good,البطاطس اقذر من خيال اي حد ارجوكم محدش يطلبها كل مره بتترمي والمطعم بقي بصراحه مستواه وحش جدا
Kbabgy Abou Ramy-ElSayada Zeinab,ZEYAD A***,15 September 2023,Good,لا انصح بهذا المطعم خداع وغش بيحطوا صوره الطلب غير والواقع شي ثاني
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed E***,03 October 2022,Good,يرجي الاهتمام بتسوية الاكل وذلك لتجربتي ٢ مره فراخ لم يتم تسويتها بشكل كافي.
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed E***,03 October 2022,Good,Thanks
Kbabgy Abou Ramy-ElSayada Zeinab,Mahmoud A***,10 September 2022,Very good,للاسف الاكل معظمه دون المستوي مفيش غير السلطات والفراخ الشيش وشويه فته الموزه لكن الملوخيه والارز بالكبد
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed E***,15 August 2022,Very good,Delicious food and great meal
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed E***,15 August 2022,Very good,Delicious food and a great meal
Kbabgy Abou Ramy-ElSayada Zeinab,Samar Yo Sef ***,31 July 2022,Amazing,المكس جريل تحفه اوي اوي😍😍
Kbabgy Abou Ramy-ElSayada Zeinab,Amr f***,31 July 2022,Amazing,اصل الكباب ف مصر
Kbabgy Abou Ramy-ElSayada Zeinab,hosam h***,15 July 2022,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Eman A***,16 June 2022,Good,المستوي العام جيد محتاج تغليف افضل للمحافظه علي درجه الحرارة وخاصه المشويات
Kbabgy Abou Ramy-ElSayada Zeinab,شركة الخليج والنيل الطبية ح***,11 May 2022,Very good,محل ممتاز خدمة وطعم ولحوم بلدى
Kbabgy Abou Ramy-ElSayada Zeinab,Mohsen A***,08 May 2022,Amazing,ممتاز عنده موزه ضانى عسل بس توصيل غالى للاسف
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed A***,27 April 2022,Good,اكل بارد وبايت من يوم ومتسخن بجد كانت وجبة سيئة جداااا
Kbabgy Abou Ramy-ElSayada Zeinab,Salah B***,27 March 2022,Very good,الاكل سيء جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Ghjj H***,23 March 2022,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Sara A***,19 March 2022,Very good,الفراخ كانت زفرة جدا طعمها معجبنيش خالص
Kbabgy Abou Ramy-ElSayada Zeinab,nawal f***,15 March 2022,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,سمر م***,14 March 2022,Amazing,حلو اوي والدليفري وصل قبل الميعاد المحدد والحمام كان توووحفة جداااا ومعمول ف البيت
Kbabgy Abou Ramy-ElSayada Zeinab,nago s***,10 March 2022,Amazing,جميل جدا والاكل وصل ساخن جدآ والطعام ممتاز ونظيف
Kbabgy Abou Ramy-ElSayada Zeinab,Asma S***,06 March 2022,Amazing,Good proportions. Taste very good. Fair for the price
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed M***,04 March 2022,Amazing,افضل كبابجي في مصر
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed M***,18 February 2022,Very good,اخلي سجق وكفتة في مصر
Kbabgy Abou Ramy-ElSayada Zeinab,Adel S***,17 February 2022,Good,جودة مع سعر جيد ونظافة .جيد جداً
Kbabgy Abou Ramy-ElSayada Zeinab,محمد ا***,14 February 2022,Amazing,تحفه
Kbabgy Abou Ramy-ElSayada Zeinab,Moatz O***,31 January 2022,Very good,اقل من عادي
Kbabgy Abou Ramy-ElSayada Zeinab,Hemat A***,29 January 2022,Good,التوصيل يتاخر
Kbabgy Abou Ramy-ElSayada Zeinab,Ahmed F***,26 January 2022,Amazing,Thanks
Kbabgy Abou Ramy-ElSayada Zeinab,محمد عبد البديع غ***,09 January 2022,Very good,عدم احكام التغليف
Kbabgy Abou Ramy-ElSayada Zeinab,george k***,03 January 2022,Amazing,حاجة نضيفه وجامده فعلاً
Kbabgy Abou Ramy-ElSayada Zeinab,Said K***,29 December 2021,Amazing,الاكل طعمه جميل
Kbabgy Abou Ramy-ElSayada Zeinab,Hesham A***,23 December 2021,Good,طلبت اوردر سلطه ماجاش ...عيب أوى
Kbabgy Abou Ramy-ElSayada Zeinab,Ahmed A***,16 December 2021,Amazing,Kebab and kofta were nice.. but i guess portions are less than stated.. i ordered 1/2 kilo.. didn't seem like 1/2 kilo
Kbabgy Abou Ramy-ElSayada Zeinab,Emad Z***,16 December 2021,Amazing,حلو
Kbabgy Abou Ramy-ElSayada Zeinab,Sherif A***,15 December 2021,Very good,احلى سجق في مصر.. بس الكفتة ماعجبتنيش
Kbabgy Abou Ramy-ElSayada Zeinab,محمد ع***,15 December 2021,Amazing,الطعم حلو جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Zyed S***,14 December 2021,Amazing,You delivered at wrong adresss ..my adress is bright start not star
Kbabgy Abou Ramy-ElSayada Zeinab,shahenda o***,13 December 2021,Amazing,تحففففة
Kbabgy Abou Ramy-ElSayada Zeinab,Abo Z***,07 December 2021,Amazing,حلو جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Amina أ***,03 December 2021,Amazing,Very good. Thank you
Kbabgy Abou Ramy-ElSayada Zeinab,Khalid F***,28 November 2021,Amazing,مطعم ممتاز واكلهم لذيذ جدا شكرا ابو رامي
Kbabgy Abou Ramy-ElSayada Zeinab,shahenda o***,27 November 2021,Amazing,تحفة
Kbabgy Abou Ramy-ElSayada Zeinab,Ahmed N***,23 November 2021,Amazing,احسن كبابجي في مصر
Kbabgy Abou Ramy-ElSayada Zeinab,نورهان ا***,15 November 2021,Amazing,حلو
Kbabgy Abou Ramy-ElSayada Zeinab,علاء ا***,11 November 2021,Amazing,التوصيل سريع والاكل تمام
Kbabgy Abou Ramy-ElSayada Zeinab,Doaa F***,10 November 2021,Good,جالي حمام مشوي بدلا من المشوي، و الكيلو المشكل ما فيش فيه طرب
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed E***,09 November 2021,Very good,C
Kbabgy Abou Ramy-ElSayada Zeinab,نسرين ل***,08 November 2021,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Sohila A***,05 November 2021,Amazing,Perfect ❤️
Kbabgy Abou Ramy-ElSayada Zeinab,Nona A***,22 October 2021,Very good,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,rania A***,19 October 2021,Amazing,مش محتاج تقييم 💚
Kbabgy Abou Ramy-ElSayada Zeinab,Ramy N***,19 October 2021,Good,أرجو أن يكون حد من المطعم بيقرأ التعليقــات و التقييم.. إنتوا في المشويات 10/10.. 👌👍 إنما في الشوربة و الخضروات المطبوخه للأسف سيئين جداً.. نصيحة لوجه الله تعالى، يا تلغوا الطبيخ من القايمة يا تغيروا الشيف.. تمنياتي لكم بالتوفيق.. 🙂
Kbabgy Abou Ramy-ElSayada Zeinab,Khalid H***,04 October 2021,Good,Packaging was really horrible...the dessert was almot empty and all of the dessert was spreaded over the fries and the meal.
Kbabgy Abou Ramy-ElSayada Zeinab,نورهان ا***,25 September 2021,Amazing,ممتاز بجد تحفه جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Ramy N***,23 September 2021,Very good,"Vegetables soup wasn't good, but everything else was awesome.. 👌😊"
Kbabgy Abou Ramy-ElSayada Zeinab,نورهان ا***,22 September 2021,Very good,الفراخ الشوايه مش حلوه خالص ناقصه توابل وملح ومش متبله خالص
Kbabgy Abou Ramy-ElSayada Zeinab,Rania E***,18 September 2021,Very good,Love it sooooooo much💕🥰
Kbabgy Abou Ramy-ElSayada Zeinab,Mostafa A***,12 September 2021,Amazing,الفراخ مسحب جامده جده
Kbabgy Abou Ramy-ElSayada Zeinab,Zain1 A***,07 September 2021,Amazing,احسن كبابجي في مصر
Kbabgy Abou Ramy-ElSayada Zeinab,Lucy B***,30 August 2021,Good,The food was just disgusting. Rice was with strange black and yellow pieces and looked not fresh. Salad was awful and not fresh. Vegetable dish tasted like real vomit. My stomach still hurts after eating this.
Kbabgy Abou Ramy-ElSayada Zeinab,Nany U***,26 August 2021,Amazing,ممتاز و الاكل منتهي الروعه والله و نضيف جدااااا
Kbabgy Abou Ramy-ElSayada Zeinab,Rami Amin ***,24 August 2021,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed A***,27 June 2021,Amazing,اكله تحفه 😍❤️
Kbabgy Abou Ramy-ElSayada Zeinab,Rania E***,06 June 2021,Amazing,Very testy💕
Kbabgy Abou Ramy-ElSayada Zeinab,Mohmmed M***,28 May 2021,Amazing,من اوائل محلات المشاوى فى مصر واسم كبير فعلآ وممتاز جدا كا اكل او سلطه كله روعه
Kbabgy Abou Ramy-ElSayada Zeinab,Maha A***,21 May 2021,Amazing,"Food was delicious and surpassed my expectations, I felt I got great quality for the amount I paid, I was impressed with how fast my order arrived, The food packaging was perfect"
Kbabgy Abou Ramy-ElSayada Zeinab,anas m***,19 May 2021,Very good,كان تغليف الطلب ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Ashraf L***,17 May 2021,Good,"الطلب كلهم ما فيهوش الكفته أحسن والريش اما لكباب ناشف, ما حسيت بقيمة مقابل الثمن"
Kbabgy Abou Ramy-ElSayada Zeinab,Ayman E***,16 May 2021,Amazing,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
Kbabgy Abou Ramy-ElSayada Zeinab,Amira M***,13 May 2021,Amazing,Food was pretty good
Kbabgy Abou Ramy-ElSayada Zeinab,Abdallah R***,10 May 2021,Amazing,كان تغليف الطلب ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,engy m***,06 May 2021,Good,الحمام مكنشي حلو
Kbabgy Abou Ramy-ElSayada Zeinab,Karim A***,03 May 2021,Amazing,"كان تغليف الطلب ممتاز, وقت التوصيل كان سريع جداً, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, كان الأكل لذيذ جداً وفاق توقعاتي"
Kbabgy Abou Ramy-ElSayada Zeinab,Ali K***,15 April 2021,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Basma A***,05 April 2021,Amazing,تغليف الاكل حلو وطعم الاكل جميل والمشويات طعمها جميل جدا والفراخ جميلة والسلطات بردو والدليفري شخص محترم
Kbabgy Abou Ramy-ElSayada Zeinab,Hamza M***,01 April 2021,Very good,The food packaging was perfect
Kbabgy Abou Ramy-ElSayada Zeinab,Yahia S***,28 March 2021,Amazing,"كان تغليف الطلب ممتاز, وقت التوصيل كان سريع جداً, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, كان الأكل لذيذ جداً وفاق توقعاتي"
Kbabgy Abou Ramy-ElSayada Zeinab,nouran a***,14 March 2021,Amazing,Food was delicious and surpassed my expectations
Kbabgy Abou Ramy-ElSayada Zeinab,Reham Y***,08 March 2021,Amazing,"I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations"
Kbabgy Abou Ramy-ElSayada Zeinab,Reham Y***,07 March 2021,Amazing,The food packaging was perfect
Kbabgy Abou Ramy-ElSayada Zeinab,Norhan A***,24 February 2021,Amazing,"The food packaging was perfect, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
Kbabgy Abou Ramy-ElSayada Zeinab,sameh s***,19 February 2021,Amazing,شكرا
Kbabgy Abou Ramy-ElSayada Zeinab,Mostafa T***,17 February 2021,Amazing,شكرا
Kbabgy Abou Ramy-ElSayada Zeinab,Ehab A***,07 February 2021,Amazing,"The food packaging was perfect, I was impressed with how fast my order arrived"
Kbabgy Abou Ramy-ElSayada Zeinab,Mostafa E***,06 February 2021,Very good,ممتاز لاكن لا انصح بالفراخ
Kbabgy Abou Ramy-ElSayada Zeinab,Mostafa E***,05 February 2021,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Angel N***,04 February 2021,Amazing,Food was delicious and surpassed my expectations
Kbabgy Abou Ramy-ElSayada Zeinab,Ahmed Mohamed Said A***,15 January 2021,Amazing,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Mahmoud Safwat ***,10 January 2021,Very good,بصراحة ممتاز جدا احسن كفتة في مصر
Kbabgy Abou Ramy-ElSayada Zeinab,yousef s***,13 December 2020,Very good,ممتاز
Kbabgy Abou Ramy-ElSayada Zeinab,Walid El Esswy ع***,09 December 2020,Good,الاكل مش مبهر عادي جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Mahmoud M***,05 December 2020,Amazing,Thanks
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed A***,02 December 2020,Good,فلفل أسمر كتير جدا على الاكل الكباب كله بصل وفلفل أسمر سئ جدا
Kbabgy Abou Ramy-ElSayada Zeinab,محمود ح***,01 December 2020,Very good,الاكل رائع
Kbabgy Abou Ramy-ElSayada Zeinab,محمد ع***,29 November 2020,Amazing,الاكل جاي سخن ، اسرع من التوقيت المكتوب الشيش والسلطات طعمهم حلو
Kbabgy Abou Ramy-ElSayada Zeinab,yasmin a***,20 November 2020,Amazing,سريع جدا في التوصيل بس الحمام كان متسخن مش لسه معمول
Kbabgy Abou Ramy-ElSayada Zeinab,Nagla B***,20 November 2020,Good,الكفته جميله اما الكباب والريش عادي
Kbabgy Abou Ramy-ElSayada Zeinab,Mostafa Mohamad ***,14 November 2020,Amazing,تمام
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed H***,05 November 2020,Very good,The food packaging was perfect
Kbabgy Abou Ramy-ElSayada Zeinab,مصطفى شيكا محمد ***,24 October 2020,Amazing,مطعم مميزة و التوصيل جيد جدا
Kbabgy Abou Ramy-ElSayada Zeinab,نور ر***,25 September 2020,Good,الفراخ وحشه جدا ونيه ومش مسحب زي م طلبتها وزفره
Kbabgy Abou Ramy-ElSayada Zeinab,sameh a***,16 September 2020,Very good,الملوخيه كانت وحشه جدا
Kbabgy Abou Ramy-ElSayada Zeinab,Moataz W***,14 September 2020,Very good,العنوان غير واضح للطيار و تواصل معي لأخذ التفاصيل
Kbabgy Abou Ramy-ElSayada Zeinab,Sameh Wagdy ***,10 September 2020,Very good,"لا يوجد معلقه مع الارودر,"
Kbabgy Abou Ramy-ElSayada Zeinab,Amr S***,09 September 2020,Very good,اكل طيب جداً
Kbabgy Abou Ramy-ElSayada Zeinab,Mohamed S***,06 September 2020,Very good,My order didn’t arrive within the time I expected
Kbabgy Abou Ramy-ElSayada Zeinab,Ayman A***,05 September 2020,Amazing,الاكل فوق الممتاز و الكمية كويسة
Kbabgy Abou Ramy-ElSayada Zeinab,Ahmed S***,04 September 2020,Amazing,Food was delicious and surpassed my expectations
Pizza W 7alawani Al Salam Masr Al Kadema,Tamer A***,27 January 2024,Amazing,فطيرة السجق الاسكندراني كانت تحفه وفطيرة السكر كانت لذيذة، تسلم أيديكم
Pizza W 7alawani Al Salam Masr Al Kadema,Sara O***,10 January 2024,Good,"the pasta didn't have what it included in the description. It said with slices, no slices were there"
Pizza W 7alawani Al Salam Masr Al Kadema,Ahmed S***,20 December 2023,Amazing,قالي ماتطلبش منه تاني عشان بعيد عند جامع عمرو ابن العاص
Pizza W 7alawani Al Salam Masr Al Kadema,Ahmed H***,09 November 2023,Amazing,حلوووو جدا فطيرة سجق الواحد بقاله كتير مكلش فطير بالحلاوة دي ومخدومة جدااا
Pizza W 7alawani Al Salam Masr Al Kadema,Azza A***,31 October 2023,Good,الاطراف محروقه + الطلب كان المفروض بيتزا دجاج بالباربيكيو واللي وصل كان بدون باربيكيو!
Pizza W 7alawani Al Salam Masr Al Kadema,First Name L***,10 October 2023,Amazing,الحاجة جت مبهدلة لدرجة ان الجاتوه كان كل طبقة بعيدة عن بعضها
Pizza W 7alawani Al Salam Masr Al Kadema,Mohamed G***,24 July 2023,Amazing,طلب اني اديله فلوس زياده و فضل واقفل قدام باب الشقه و مش عجبه
Pizza W 7alawani Al Salam Masr Al Kadema,Ayman T***,26 June 2023,Good,عجينة البيتزا الايطالي سيئة جدا
Pizza W 7alawani Al Salam Masr Al Kadema,Dalia E***,26 May 2023,Amazing,ارجوا الالتفات ل الملاحظات المكتوبه علي الاوردر فيما بعد .. شكرا 🙏
Subway,Magdee S***,04 February 2024,Very good,الخبز المستخدم فى عمل سندويتش الترياكى ليس هو الافضل لكن يبدو وكان اعيد تسخينه أى أنه لم يكن طازج
Subway,Youstina Beshara ***,17 September 2023,Very good,the salad was without sauce and missing fork and spoon
Subway,Leah M***,03 June 2023,Good,"I ordered 2 espressos and instead got one lemonade. I’d like a refund onnthe 2 espressos, please."
Subway,Katy R***,13 January 2023,Good,Sandwich was supposed to have tomatoes cucumbers and others vegetables but came with lettuce only
Subway,옒 M***,07 September 2022,Good,The restaurant didn't pick up the call
Subway,Kareem Z***,28 July 2022,Amazing,مطعم حلو ونضيف والاكل جميل بس غالى جدا مقارنة بسعر باقى المناطق
Subway,Ahmed A***,26 July 2022,Good,التوصيل ممتاز لكن الاغراض قليلة جداً
Subway,Sarah G***,20 June 2022,Good,بجد منتهى الارف !!! بتعملوا السلطة بايظه !! انا بطنى وجعتنى و رجعت !! ربنا يسامحكوا
Subway,KHALED A***,13 June 2022,Very good,الطلب وصل ناقص وخطأ ومن غير كولا ومن غير ودجز ويوجد ساندويش ناقص
Subway,Amna d***,15 May 2022,Very good,الاكل لذيذ ولكن بارد
Subway,Beman B***,07 May 2022,Good,the food was so cold and it appears that they forgot to add chicken to the sandwiches not recommended it doesn't compare to branches out of Egypt
Subway,Amr M***,18 March 2022,Amazing,لن اطلب منهم مره اخري
El Malky,محمد ط***,30 January 2024,Amazing,لا
El Malky,Israa A***,19 January 2024,Amazing,i want someone to contact me i have a big issue
Spago - Mohandiseen,dina e***,29 December 2022,Good,food was so salty to an extent that we couldn't complete it
Spago - Mohandiseen,Amina A***,12 March 2022,Very good,The chicken canneloni is listed as 'best seller' It tasted really bad. There was BBQ sauce on top of the undercooked canneloni. Won't order it again.
Spago - Mohandiseen,Dr Mona A***,25 February 2022,Amazing,اكله جميل والتوصيل كان اقل من الوقت المكتوب لي
Spago - Mohandiseen,Dr Mona A***,22 February 2022,Amazing,من احلى المطاعم الي بحبها
Spago - Mohandiseen,Nevien E***,17 February 2022,Amazing,Hot and delcious
Spago - Mohandiseen,Maram M***,12 February 2022,Amazing,It was too late .. other than that it was good
Spago - Mohandiseen,Aya M***,10 February 2022,Very good,ً
Spago - Mohandiseen,Nevien E***,12 December 2021,Amazing,Very professional and delicious
Spago - Mohandiseen,Nevien E***,07 December 2021,Amazing,Delicous food staff with very suffcient quantities
Spago - Mohandiseen,Mariam E***,20 November 2021,Amazing,"The food was very hot and nice, spago always the top"
Spago - Mohandiseen,Myada B***,04 September 2021,Amazing,as always a good quality food with awesome service
Spago - Mohandiseen,Reem S***,09 August 2021,Amazing,ممتاز
Spago - Mohandiseen,Zahra W***,25 July 2021,Amazing,الاكل جميل لكن انتظرت كتير ولما تواصلت مع المطعم قالوا انهم مستلموش الاورد من طلبات اصلا و طلبت الاوردر من المطعم نفسه بعد انتظار ساعة ونص
Spago - Mohandiseen,ziad a***,28 May 2021,Amazing,food quality is good
Spago - Mohandiseen,Joe H***,07 April 2021,Amazing,I was impressed with how fast my order arrived
Spago - Mohandiseen,Hossam K***,01 March 2021,Very good,Food was pretty good
Spago - Mohandiseen,Hossam K***,01 March 2021,Very good,Food was delicious and surpassed my expectations
Spago - Mohandiseen,Mirhan H***,06 February 2021,Very good,Voucher not applied
Spago - Mohandiseen,amina a***,10 January 2021,Very good,"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The order’s packaging was average"
Spago - Mohandiseen,Haidy T***,21 November 2020,Amazing,The food packaging was perfect
Spago - Mohandiseen,Hagar S***,03 November 2020,Amazing,This is the best restaurant in this category. I've been eating from spago since 2010/2011 and it never failed to impress me. Best taste and best staff. Thank you and keep it up
Spago - Mohandiseen,Ramy Gamil ***,28 September 2020,Amazing,Food was delicious and surpassed my expectations
Spago - Mohandiseen,reem s***,02 September 2020,Amazing,ممتاز ممتاز ممتاز ممتاااااااز كله فوووووق الممتاز من يوم ما سباجو فتح و لا غبار عليه و عممممممري ماطلعتله غلطة و لا عمره قصر في اكله او نضافته او خدمته لو في ٧ نجوم هياخدها
Spago - Mohandiseen,Maha A***,09 August 2020,Very good,"My order arrived very fast, Food was pretty good, I loved how my order was packaged"
Spago - Mohandiseen,Amr B***,25 July 2020,Amazing,I felt I got great quality for the amount I paid
Spago - Mohandiseen,Luqman H***,08 July 2020,Amazing,The best molten choc cake
Spago - Mohandiseen,Madonna S***,29 June 2020,Amazing,"Thank youuuuu🥰🥰, I felt I got great quality for the amount I paid"
Spago - Mohandiseen,Luqman H***,05 June 2020,Amazing,The food packaging was perfect
Spago - Mohandiseen,Luqman H***,29 May 2020,Very good,The food packaging was perfect
Spago - Mohandiseen,Luqman H***,18 May 2020,Amazing,"The food packaging was perfect, I felt I got great quality for the amount I paid"
Spago - Mohandiseen,Dr khadija S***,08 December 2019,Very good,"I was impressed with how fast my order arrived, The food packaging was perfect"
Spago - Mohandiseen,Mostafa N***,02 December 2019,Amazing,"The food packaging was perfect, Food quality was good compared to the price, Food was delicious and surpassed my expectations"
Spago - Mohandiseen,Ahmed O***,23 October 2019,Very good,لازم تعرفوا رغبه العميل عن درجه تسويه اللحم كنت أود أن يكون well done.الريب أي غير متوافر عندكم لذلك قيمته بنجمه واحده حتي يمكن ارسال التقييم لكم.وسباجو ينشر لم اتذوفه بعد لذلك أعطيته نجمه واحده
Spago - Mohandiseen,سارا غ***,01 July 2019,Good,للاسف كان خبز قديم غير طازج ...وقطعة اللحم برجر غير مطهوه جيدا ...أرجو عدم تكرار ذالك وتحسن الأداء
Spago - Mohandiseen,Engy E***,10 June 2019,Very good,The pasta was too salty
Spago - Mohandiseen,Salma E***,10 April 2019,Very good,"Quantity is nothing compared to the one served in the restaurant itself. no sweet corn or beans!!, only some lettuce, ONE tomato and 4 olives!!!! disappointment!!!"
Spago - Mohandiseen,Magd A***,03 July 2018,Amazing,"Great food, great portions."
Spago - Mohandiseen,Heba R***,29 June 2018,Good,i request the pasta to be with mashroom and they didnt put i
Spago - Mohandiseen,Ali A***,02 May 2018,Very good,"The delivery guy is not so cool , great food and good amounts"
Spago - Mohandiseen,Shaza H***,29 April 2018,Amazing,Perfect
Spago - Mohandiseen,Nada T***,16 April 2018,Amazing,fast delivery and tasty food
Spago - Mohandiseen,Noran M***,11 April 2018,Very good,انا طلبت سباجو برجر اول مرة اجربه هو طعمه لطيف بس جه بارد جدا و محروق شوية
Spago - Mohandiseen,MIREYA C***,28 March 2018,Amazing,Amazing! - Good prices and food so tasty but I recommend not to buy the molten cake for delivery it's much better in the restaurant. Great food!
Spago - Mohandiseen,Passant A***,14 January 2018,Good,العيش بايت
Spago - Mohandiseen,Noran M***,05 January 2018,Amazing,مواعيد هايلة و الاوردر عمره ما اتأخر بالعكس دايما بيرصل بسرعة جدا والاكل دايما سخن و نضيف..ممتازين بجدارة و ناس محترمة
Spago - Mohandiseen,Ahmed S***,19 October 2017,Amazing,Delicious meal - Worth every penny
Spago - Mohandiseen,shery A***,26 September 2017,Amazing,Great
Spago - Mohandiseen,Reem A***,20 September 2017,Amazing,Perfect ❤️
Spago - Mohandiseen,Abdel-Moneim S***,07 September 2017,Good,جيد ... ولكن - وصلت جميع الساندوتشات باردة جداً جداً
Spago - Mohandiseen,Reem A***,20 August 2017,Amazing,Please tell them they got 1 sauce not 2!
Spago - Mohandiseen,Emy A***,31 July 2017,Amazing,Emy attia - Shokran
Spago - Mohandiseen,Mohamed S***,20 May 2017,Very good,الاكل جيد - اكل جيد جدا .. لكن في بعض الاحيان بيتأخر .. بس الاكل نضيف جدا وجميل جدا
Spago - Mohandiseen,Hany E***,21 January 2017,Amazing,احلا بكتير من المرة الى فاتت تسلم ايدكوا
Spago - Mohandiseen,mohamed k***,08 August 2016,Good,Everything went as expected!
